profile,n,noise_std,method,target_id,seeds,mse,bias_squared,variance,residual_capture_mean,params,selection_examples,fitting_examples,total_unique_examples,charged_seconds_mean,mse_sd,mse_ci_low,mse_ci_high
diffuse,64,0.25,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.009645561964133024,0.0030801359446369957,0.006565426019496026,0.06854168325662613,128,64,64,64,1.556685013297829,0.0009297375332006169,0.009210431404405826,0.010080692523860221
diffuse,64,0.25,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.017037583180319785,0.002496085237789239,0.014541497942530544,0.008214652095921338,128,64,64,64,1.5579127637960482,0.0012472117167830472,0.01645387012900961,0.01762129623162996
diffuse,64,0.25,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.08652592868900297,0.012147971069554717,0.07437795761944825,,1024,0,64,64,1.4880915263522183,0.005281991275882094,0.08405388067730588,0.08899797670070006
diffuse,64,0.25,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.00954039545925496,0.003112789700563121,0.00642760575869184,0.007880769181065261,128,64,64,64,1.5581387553567765,0.0006890029120681653,0.00921793217034179,0.009862858748168132
diffuse,64,0.25,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.016783659890240374,0.0025166029698768097,0.014267056920363567,0.008301586983725429,128,64,64,64,1.5564514266967309,0.0016160943314958776,0.01602730446096675,0.017540015319513998
diffuse,64,0.25,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.01627672400983091,0.0032099603555266506,0.013066763654304262,0.008011870458722115,128,32,32,64,1.5574777135043405,0.0016971517574127905,0.015482432537480856,0.017071015482180964
diffuse,64,0.25,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.022461832899252295,0.0030130307769917365,0.01944880212226056,0.007903249096125364,128,32,32,32,1.557398746049148,0.0018983439082913907,0.021573380601832448,0.023350285196672142
diffuse,64,0.5,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.02362229026521654,0.0038595285299124074,0.01976276173530414,,128,0,64,64,1.5413203825068194,0.002573772788066398,0.02241772752154993,0.02482685300888315
diffuse,64,0.5,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.019220962952109833,0.003769809791785539,0.015451153160324294,0.06854168362915516,128,64,64,64,1.5574701938545332,0.001975544252930473,0.018296379781218314,0.020145546123001352
diffuse,64,0.5,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.04340313470095518,0.004029271288692696,0.03937386341226249,0.00776630463078618,128,64,64,64,1.5585498556960373,0.002644710814623176,0.042165371938896995,0.04464089746301336
diffuse,64,0.5,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.1440779876703005,0.02078159846834621,0.12329638920195427,,1024,0,64,64,1.487138462907751,0.010901604049529426,0.1389758799220351,0.1491800954185659
diffuse,64,0.5,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.01866295499080243,0.0037198237557329395,0.014943131235069487,0.00788076922763139,128,64,64,64,1.5584685178415385,0.0012415460172097393,0.01808189356851501,0.019244016413089846
diffuse,64,0.5,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.04161665915819189,0.0037547057817963313,0.037861953376395564,0.007906430610455572,128,64,64,64,1.5570782358932775,0.0037325854878166847,0.039869755376699796,0.043363562939683985
diffuse,64,0.5,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.03035571056676554,0.00403576220832261,0.026319948358442934,0.007912187883630396,128,32,32,64,1.5578667693975148,0.0024430765127892583,0.02921231556279405,0.03149910557073703
diffuse,64,0.5,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.04935379651775294,0.004421591259661505,0.04493220525809143,0.00786127420142293,128,32,32,32,1.557058465204318,0.004108694755917294,0.047430868180401715,0.05127672485510417
diffuse,64,1.0,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.03869189815425529,0.004863543417237812,0.03382835473701747,,128,0,64,64,1.5420451101963408,0.0033119721347631085,0.03714184748152485,0.04024194882698573
diffuse,64,1.0,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.030967531698992336,0.004694871133408484,0.02627266056558385,0.06854168325662613,128,64,64,64,1.5570138504932403,0.0032091716840357653,0.029465593118188756,0.032469470279795916
diffuse,64,1.0,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.08239585361410254,0.0062731986929325054,0.07612265492117003,0.0073681480949744586,128,64,64,64,1.5588093753583963,0.0044327501119197634,0.08032126270166462,0.08447044452654046
diffuse,64,1.0,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.21937185705263684,0.028533815040192964,0.19083804201244398,,1024,0,64,64,1.4886918035626877,0.019987604751279774,0.21001737007921087,0.22872634402606282
diffuse,64,1.0,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.02937658013197015,0.00446242002623605,0.024914160105734096,0.00788076922763139,128,64,64,64,1.5588374123064568,0.0016370640726690276,0.028610410561728594,0.030142749702211705
diffuse,64,1.0,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0762978873170397,0.005737083614105316,0.07056080370293437,0.007823239895515144,128,64,64,64,1.5577275427611312,0.005721809997266425,0.07361999780752154,0.07897577682655785
diffuse,64,1.0,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.04507681290406591,0.004913880232216011,0.04016293267184991,0.007770090294070542,128,32,32,64,1.5574213208077707,0.00438870607373846,0.04302283523601376,0.04713079057211807
diffuse,64,1.0,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.08248341204936045,0.006238559194133065,0.0762448528552274,0.007838180707767605,128,32,32,32,1.5578182563127485,0.004469652960113947,0.08039155007232973,0.08457527402639117
diffuse,256,0.25,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.004948289306947277,0.0028675953820118485,0.0020806939249354292,,128,0,256,256,1.5427153349504805,0.0002448684916369449,0.004833687325182874,0.00506289128871168
diffuse,256,0.25,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.004581394461840995,0.0027203181581035626,0.0018610763037374325,0.06854168325662613,128,256,256,256,1.5587161971925525,0.00024832009126090943,0.0044651770817273825,0.004697611841954608
diffuse,256,0.25,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.007109241531534451,0.0016789969764424355,0.0054302445550920165,0.009737805952318013,128,256,256,256,1.557698010545573,0.00046293817785067655,0.006892579795018552,0.007325903268050349
diffuse,256,0.25,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.037000542775724954,0.005352272789296003,0.03164826998642896,,1024,0,256,256,1.4910563263023504,0.0019750871908042543,0.036076173516493136,0.03792491203495677
diffuse,256,0.25,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0047259669097032605,0.002765784352521953,0.001960182557181307,0.007880769181065261,128,256,256,256,1.5575193872035016,0.0001920296988812469,0.00463609424416636,0.004815839575240161
diffuse,256,0.25,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.006514024280579801,0.0019297561866042042,0.004584268093975596,0.008876703097485006,128,256,256,256,1.5575795089476743,0.0003402244054546278,0.0063547943574113865,0.006673254203748215
diffuse,256,0.25,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0069366086802845894,0.0026104414164000063,0.004326167263884583,0.008960617752745748,128,128,128,256,1.5570373433001805,0.000495280927647437,0.006704810070920572,0.007168407289648607
diffuse,256,0.25,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.010670863727018112,0.002007083146229567,0.008663780580788545,0.008380741230212152,128,128,128,128,1.5589525848918129,0.0007501111837322666,0.01031980088661472,0.011021926567421503
diffuse,256,0.5,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.01013879634954863,0.0031331967870029346,0.007005599562545697,,128,0,256,256,1.5418841256963787,0.0007368474242544066,0.009793941139664164,0.010483651559433095
diffuse,256,0.5,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.008804244538915849,0.00303790990433461,0.005766334634581239,0.06854168400168419,128,256,256,256,1.5563402473548194,0.0007598431433919824,0.008448627001189013,0.009159862076642685
diffuse,256,0.5,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.020331897887398455,0.0024177580246632756,0.017914139862735177,0.008855624683201313,128,256,256,256,1.5577302869642153,0.0010428750281568505,0.01984381735012548,0.02081997842467143
diffuse,256,0.5,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.08794778199742209,0.01220152105911669,0.0757462609383054,,1024,0,256,256,1.4909020117018372,0.00502667304611498,0.08559522659547764,0.09030033739936655
diffuse,256,0.5,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.00868187479087092,0.0029979318777085613,0.00568394291316236,0.007880769297480583,128,256,256,256,1.557137002199306,0.0005519596824992559,0.008423549707698309,0.008940199874043531
diffuse,256,0.5,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.01766369313532232,0.0024624853868986927,0.015201207748423623,0.008166702277958394,128,256,256,256,1.5558582622616086,0.001431136647213253,0.016993900566871032,0.01833348570377361
diffuse,256,0.5,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.015366481907391066,0.0030776938945723106,0.012288788012818755,0.00847107155714184,128,128,128,256,1.5553136720496696,0.0012653621976950536,0.014774274169530624,0.01595868964525151
diffuse,256,0.5,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0304558948716398,0.0032349647383987617,0.027220930133241034,0.00799726031254977,128,128,128,128,1.5573255625611637,0.0019872139012350296,0.029525850137223895,0.03138593960605571
diffuse,256,1.0,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.021251897215755954,0.0037748105785092587,0.017477086637246696,,128,0,256,256,1.5404693048010814,0.0015474000909330016,0.02052769168070383,0.021976102750808076
diffuse,256,1.0,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.01699991051540737,0.0037122667933057476,0.01328764372210162,0.06854168325662613,128,256,256,256,1.555620519706281,0.0016275872487661461,0.01623817623527947,0.01776164479553527
diffuse,256,1.0,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.050822996590145955,0.00417360248487578,0.04664939410527018,0.00827991517726332,128,256,256,256,1.5556244439067086,0.0022723540775720303,0.04975950214535522,0.05188649103493669
diffuse,256,1.0,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.1568285277918145,0.020674612186855457,0.13615391560495907,,1024,0,256,256,1.4889656917512184,0.005373836673799005,0.15431349481072892,0.15934356077290007
diffuse,256,1.0,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.016099261267479497,0.003468628470549534,0.01263063279692996,0.007880769181065261,128,256,256,256,1.5555670643487247,0.0011538217471853583,0.01555925606735616,0.016639266467602835
diffuse,256,1.0,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.04347083472763349,0.0039624485728058075,0.03950838615482768,0.00800623781979084,128,256,256,256,1.5543469496595208,0.003098114193076749,0.04202087265253958,0.0449207968027274
diffuse,256,1.0,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.02952728772164005,0.0038055452094438963,0.02572174251219615,0.008249975391663611,128,128,128,256,1.554599595698528,0.002761868313760312,0.028234693562165562,0.030819881881114536
diffuse,256,1.0,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.06636646212498919,0.005604981546668834,0.06076148057832036,0.0078115691663697365,128,128,128,128,1.5566846614005043,0.00398832618578156,0.06449986801254165,0.06823305623743672
diffuse,1024,0.25,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0032869593593897613,0.0027907181728577344,0.0004962411865320276,,128,0,1024,1024,1.5451572946942178,9.38083264213105e-05,0.0032430557111824466,0.003330863007597076
diffuse,1024,0.25,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.003049199210495914,0.002607803956682975,0.00044139525381293977,0.06854168325662613,128,1024,1024,1024,1.562397521157982,7.783693218565266e-05,0.003012770404881499,0.0030856280161103288
diffuse,1024,0.25,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0032328034042684423,0.0015879448772663828,0.0016448585270020597,0.012948649050667883,128,1024,1024,1024,1.5617674086010083,0.00010685695473019384,0.0031827928100285514,0.003282813998508333
diffuse,1024,0.25,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.008268741120951613,0.0015970264837571514,0.006671714637194461,,1024,0,1024,1024,1.4913014734484022,0.00025555745627247375,0.00814913654974807,0.008388345692155156
diffuse,1024,0.25,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.003245041291970207,0.002710935484954949,0.0005341058070152583,0.00788076922763139,128,1024,1024,1024,1.5612121021636995,6.450173370678229e-05,0.003214853551356372,0.0032752290325840415
diffuse,1024,0.25,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0031955596492348193,0.0019903212117035264,0.0012052384375312924,0.00940056114923209,128,1024,1024,1024,1.5613803036074387,8.009376926889913e-05,0.0031580746113525023,0.003233044687117136
diffuse,1024,0.25,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.003559473013825942,0.0023416434020009503,0.0012178296118249918,0.008582692383788526,128,512,512,1024,1.5614170348533662,0.00017530140667668104,0.0034774294300355803,0.003641516597616304
diffuse,1024,0.25,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.004158710934272737,0.001931393834308371,0.002227317099964367,0.00921563501469791,128,512,512,512,1.5613797086116392,0.0002602117316062191,0.004036928095161555,0.004280493773383918
diffuse,1024,0.5,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.004590897389208931,0.002857097942738012,0.001733799446470917,,128,0,1024,1024,1.5463122998946346,0.00032632703024686063,0.004438171637849175,0.004743623140568687
diffuse,1024,0.5,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.004100939514151391,0.0026748080935554376,0.0014261314205959534,0.06854168362915516,128,1024,1024,1024,1.5621952274465003,0.00025341292787981644,0.003982338613130587,0.004219540415172195
diffuse,1024,0.5,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.006291113208133819,0.001935041463330017,0.004356071744803803,0.009373175096698105,128,1024,1024,1024,1.5626607015437912,0.0003484971958270462,0.006128011499889821,0.006454214916377817
diffuse,1024,0.5,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.028890640008506368,0.004261258769955075,0.024629381238551303,,1024,0,1024,1024,1.4928402667021146,0.0010715675132242136,0.028389130974865878,0.02939214904214686
diffuse,1024,0.5,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.004218457985747379,0.002788122160101992,0.0014303358256453863,0.007880769181065261,128,1024,1024,1024,1.5619573262840276,0.00021558388280487243,0.004117561622802757,0.004319354348692001
diffuse,1024,0.5,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.00521166553053542,0.0022586331186426065,0.002953032411892813,0.008137546107172966,128,1024,1024,1024,1.5611237949924543,0.0003007590994720547,0.00507090593912062,0.00535242512195022
diffuse,1024,0.5,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.006036908737909724,0.00262109868912409,0.0034158100487856344,0.007905938033945858,128,512,512,1024,1.5605891159037129,0.0004510530288380179,0.005825809422354197,0.0062480080534652515
diffuse,1024,0.5,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.008784722312423165,0.002170322456274954,0.006614399856148212,0.008666718960739672,128,512,512,512,1.5611178764607758,0.0008523133642184544,0.00838582737918471,0.009183617245661621
diffuse,1024,1.0,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.007992793121145167,0.0030438356645963636,0.004948957456548804,,128,0,1024,1024,1.5442802128440234,0.0009354239185799187,0.00755500125114,0.008430584991150333
diffuse,1024,1.0,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.006564453092136354,0.0028390897182305535,0.0037253633739057997,0.06854168325662613,128,1024,1024,1024,1.5608686138963095,0.0006834133967494886,0.006244605776917228,0.0068843004073554795
diffuse,1024,1.0,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.01460809606586424,0.0026060279368840663,0.012002068128980175,0.008084923424758018,128,1024,1024,1024,1.55984633344342,0.0012398581003513313,0.014027824612983396,0.015188367518745085
diffuse,1024,1.0,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.07736521092911156,0.009728621544272602,0.06763658938483898,,1024,0,1024,1024,1.490194332052488,0.0034308030412619366,0.07575954568021173,0.07897087617801138
diffuse,1024,1.0,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.006458836276602957,0.0029568824733269307,0.0035019538032760263,0.007880769134499133,128,1024,1024,1024,1.5592072797968286,0.0005502723257393676,0.006201300900702743,0.00671637165250317
diffuse,1024,1.0,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.010538363842052267,0.002620519806487254,0.007917844035565013,0.008064984134398401,128,1024,1024,1024,1.5588466004934163,0.0010604589018677738,0.010042053798561911,0.011034673885542622
diffuse,1024,1.0,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.011904072637086559,0.003062110211255276,0.008841962425831285,0.007611144054681063,128,512,512,1024,1.5580334421014412,0.0011970891137188838,0.01134381768609768,0.012464327588075438
diffuse,1024,1.0,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.02131585987652807,0.00288208594614459,0.018433773930383476,0.008230256964452565,128,512,512,512,1.5583901656937087,0.00210108204401684,0.020332523210857996,0.02229919654219814
diffuse,4096,0.25,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0029052525001005093,0.002767161106208109,0.00013809139389240076,,128,0,4096,4096,1.5387657122977543,1.8983763958975783e-05,0.0028963678250796335,0.002914137175121385
diffuse,4096,0.25,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.002706203036798788,0.0025844023575065725,0.00012180067929221585,0.06854168325662613,128,4096,4096,4096,1.5567810573003953,2.2048775336132228e-05,0.002695883892297562,0.002716522181300014
diffuse,4096,0.25,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0024098757236005524,0.0018444045170811472,0.0005654712065194054,0.014097929047420622,128,4096,4096,4096,1.5567135393648641,6.74484090628053e-05,0.0023783088964690565,0.0024414425507320483
diffuse,4096,0.25,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.002215717406428983,0.0008963910595127102,0.001319326346916274,,1024,0,4096,4096,1.4877260789508,8.003424814230876e-05,0.0021782602252913967,0.0022531745875665698
diffuse,4096,0.25,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0029200417363184133,0.002687560903665983,0.0002324808326524299,0.007880769134499133,128,4096,4096,4096,1.5568806129624135,3.7407069490009405e-05,0.0029025346888951384,0.002937548783741688
diffuse,4096,0.25,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0026244739403692157,0.0021571267771044967,0.0004673471632647184,0.009199917409569025,128,4096,4096,4096,1.5558520355669316,8.237670770399191e-05,0.0025859204544103056,0.0026630274263281257
diffuse,4096,0.25,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.002769515374443761,0.0022108409694758437,0.000558674404967917,0.009225473878905177,128,2048,2048,4096,1.5560395167558454,6.539437378234446e-05,0.002738909865414815,0.0028001208834727066
diffuse,4096,0.25,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0028120175885250802,0.0021079260213657607,0.00070409156715932,0.00938135855831206,128,2048,2048,2048,1.5553505997842876,7.43459761007267e-05,0.00277722260065059,0.0028468125763995706
diffuse,4096,0.5,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.003257144442721341,0.002782820283590115,0.0004743241591312253,,128,0,4096,4096,1.5395751489471876,6.947007901755054e-05,0.003224631444925998,0.003289657440516684
diffuse,4096,0.5,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0029885964986923826,0.002599052761687328,0.00038954373700505487,0.06854168362915516,128,4096,4096,4096,1.5583070142980433,6.659270039844413e-05,0.002957430155543506,0.003019762841841259
diffuse,4096,0.5,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0031995966331569404,0.002249458750267076,0.0009501378828898639,0.010093235364183783,128,4096,4096,4096,1.5578882096568123,0.00010826656291903004,0.0031489263219772667,0.003250266944336614
diffuse,4096,0.5,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0059919799534640245,0.0013415056791362002,0.004650474274327824,,1024,0,4096,4096,1.4878566869912901,0.0003044732946274858,0.005849482065208227,0.006134477841719822
diffuse,4096,0.5,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0031867834527750114,0.0027198720943886296,0.00046691135838638174,0.00788076922763139,128,4096,4096,4096,1.5588372041500407,7.601855181245805e-05,0.0031512056753716026,0.00322236123017842
diffuse,4096,0.5,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.003165933200396259,0.0024128396042715655,0.0007530935961246946,0.008463858161121607,128,4096,4096,4096,1.5576448568492196,0.00011053008457988142,0.0031142035284700636,0.0032176628723224548
diffuse,4096,0.5,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.003614175806193884,0.002505183809519565,0.001108991996674319,0.008021250157617033,128,2048,2048,4096,1.5574166952457744,0.00016404311752014423,0.0035374012639204223,0.003690950348467346
diffuse,4096,0.5,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0038100287115813334,0.00229347552710273,0.0015165531844786033,0.008572027646005153,128,2048,2048,2048,1.5572869349474785,0.00017703194994220093,0.003727175208611775,0.0038928822145508917
diffuse,4096,1.0,compressed,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.004217347509258556,0.002834915832590145,0.0013824316766684118,,128,0,4096,4096,1.538600940539618,0.0002227566051700727,0.00411309420891377,0.004321600809603342
diffuse,4096,1.0,energy,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.003690742055438957,0.0026478720028914994,0.0010428700525474575,0.06854168325662613,128,4096,4096,4096,1.5566176536056446,0.0001892858985967985,0.0036021535279635174,0.003779330582914397
diffuse,4096,1.0,gradient,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.004504982742046426,0.002500354432795236,0.0020046283092511907,0.008961284696124495,128,4096,4096,4096,1.556908986007329,0.00020940790804369297,0.004406976824263722,0.00460298865982913
diffuse,4096,1.0,lora,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.020567706450300004,0.0030057543090722403,0.017561952141227757,,1024,0,4096,4096,1.486657335201744,0.0009673380166627201,0.02011497832262419,0.021020434577975818
diffuse,4096,1.0,random,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.0038305857940778404,0.0027932188490656425,0.001037366945012197,0.007880769157782196,128,4096,4096,4096,1.5571234680042836,0.0002027642497451165,0.0037356892040902013,0.003925482384065479
diffuse,4096,1.0,snip,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.004212549268674465,0.0025572847398475573,0.0016552645288269087,0.008419034141115844,128,4096,4096,4096,1.5562719346984522,0.0002520895197638032,0.004094567741717529,0.004330530795631401
diffuse,4096,1.0,snip_independent,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.005371730972558997,0.0027358665693548658,0.002635864403204131,0.007849112106487154,128,2048,2048,4096,1.555729093111586,0.0003974914337987246,0.005185699255112688,0.0055577626900053054
diffuse,4096,1.0,snip_same_half,82a8db1d1a8818d5c70195f5dd662c8928cafd785f34afc6223fdd840b5afa83,20,0.006195693348299517,0.0025815933934327275,0.003614099954866788,0.008364467788487673,128,2048,2048,2048,1.5551343626400922,0.000543180377817096,0.005941477106196507,0.006449909590402527
